MSSV,Họ và Tên,Email
2022114871,Trần Thành Lan,sv014871@uni.edu.vn
2023114872,Lê Thành Lan,sv014872@uni.edu.vn
2024114873,Phạm Thành Lan,sv014873@uni.edu.vn
2019114874,Hoàng Thành Lan,sv014874@uni.edu.vn
2020114875,Vũ Thành Lan,sv014875@uni.edu.vn
2021114876,Đặng Thành Lan,sv014876@uni.edu.vn
2022114877,Bùi Thành Lan,sv014877@uni.edu.vn
2023114878,Đỗ Thành Lan,sv014878@uni.edu.vn
2024114879,Hồ Thành Lan,sv014879@uni.edu.vn
2019114880,Nguyễn Ngọc Lan,sv014880@uni.edu.vn
2020114881,Trần Ngọc Lan,sv014881@uni.edu.vn
2021114882,Lê Ngọc Lan,sv014882@uni.edu.vn
2022114883,Phạm Ngọc Lan,sv014883@uni.edu.vn
2023114884,Hoàng Ngọc Lan,sv014884@uni.edu.vn
2024114885,Vũ Ngọc Lan,sv014885@uni.edu.vn
2019114886,Đặng Ngọc Lan,sv014886@uni.edu.vn
2020114887,Bùi Ngọc Lan,sv014887@uni.edu.vn
2021114888,Đỗ Ngọc Lan,sv014888@uni.edu.vn
2022114889,Hồ Ngọc Lan,sv014889@uni.edu.vn
2023114890,Nguyễn Lan,sv014890@uni.edu.vn
2024114891,Trần Lan,sv014891@uni.edu.vn
2019114892,Lê Lan,sv014892@uni.edu.vn
2020114893,Phạm Lan,sv014893@uni.edu.vn
2021114894,Hoàng Lan,sv014894@uni.edu.vn
2022114895,Vũ Lan,sv014895@uni.edu.vn
2023114896,Đặng Lan,sv014896@uni.edu.vn
2024114897,Bùi Lan,sv014897@uni.edu.vn
2019114898,Đỗ Lan,sv014898@uni.edu.vn
2020114899,Hồ Lan,sv014899@uni.edu.vn
2021114900,Nguyễn Thị Linh,sv014900@uni.edu.vn
2022114901,Trần Thị Linh,sv014901@uni.edu.vn
2023114902,Lê Thị Linh,sv014902@uni.edu.vn
2024114903,Phạm Thị Linh,sv014903@uni.edu.vn
2019114904,Hoàng Thị Linh,sv014904@uni.edu.vn
2020114905,Vũ Thị Linh,sv014905@uni.edu.vn
2021114906,Đặng Thị Linh,sv014906@uni.edu.vn
2022114907,Bùi Thị Linh,sv014907@uni.edu.vn
2023114908,Đỗ Thị Linh,sv014908@uni.edu.vn
2024114909,Hồ Thị Linh,sv014909@uni.edu.vn
2019114910,Nguyễn Văn Linh,sv014910@uni.edu.vn
2020114911,Trần Văn Linh,sv014911@uni.edu.vn
2021114912,Lê Văn Linh,sv014912@uni.edu.vn
2022114913,Phạm Văn Linh,sv014913@uni.edu.vn
2023114914,Hoàng Văn Linh,sv014914@uni.edu.vn
2024114915,Vũ Văn Linh,sv014915@uni.edu.vn
2019114916,Đặng Văn Linh,sv014916@uni.edu.vn
2020114917,Bùi Văn Linh,sv014917@uni.edu.vn
2021114918,Đỗ Văn Linh,sv014918@uni.edu.vn
2022114919,Hồ Văn Linh,sv014919@uni.edu.vn
2023114920,Nguyễn Minh Linh,sv014920@uni.edu.vn
2024114921,Trần Minh Linh,sv014921@uni.edu.vn
2019114922,Lê Minh Linh,sv014922@uni.edu.vn
2020114923,Phạm Minh Linh,sv014923@uni.edu.vn
2021114924,Hoàng Minh Linh,sv014924@uni.edu.vn
2022114925,Vũ Minh Linh,sv014925@uni.edu.vn
2023114926,Đặng Minh Linh,sv014926@uni.edu.vn
2024114927,Bùi Minh Linh,sv014927@uni.edu.vn
2019114928,Đỗ Minh Linh,sv014928@uni.edu.vn
2020114929,Hồ Minh Linh,sv014929@uni.edu.vn
2021114930,Nguyễn Quốc Linh,sv014930@uni.edu.vn
2022114931,Trần Quốc Linh,sv014931@uni.edu.vn
2023114932,Lê Quốc Linh,sv014932@uni.edu.vn
2024114933,Phạm Quốc Linh,sv014933@uni.edu.vn
2019114934,Hoàng Quốc Linh,sv014934@uni.edu.vn
2020114935,Vũ Quốc Linh,sv014935@uni.edu.vn
2021114936,Đặng Quốc Linh,sv014936@uni.edu.vn
2022114937,Bùi Quốc Linh,sv014937@uni.edu.vn
2023114938,Đỗ Quốc Linh,sv014938@uni.edu.vn
2024114939,Hồ Quốc Linh,sv014939@uni.edu.vn
2019114940,Nguyễn Anh Linh,sv014940@uni.edu.vn
2020114941,Trần Anh Linh,sv014941@uni.edu.vn
2021114942,Lê Anh Linh,sv014942@uni.edu.vn
2022114943,Phạm Anh Linh,sv014943@uni.edu.vn
2023114944,Hoàng Anh Linh,sv014944@uni.edu.vn
2024114945,Vũ Anh Linh,sv014945@uni.edu.vn
2019114946,Đặng Anh Linh,sv014946@uni.edu.vn
2020114947,Bùi Anh Linh,sv014947@uni.edu.vn
2021114948,Đỗ Anh Linh,sv014948@uni.edu.vn
2022114949,Hồ Anh Linh,sv014949@uni.edu.vn
2023114950,Nguyễn Tuấn Linh,sv014950@uni.edu.vn
2024114951,Trần Tuấn Linh,sv014951@uni.edu.vn
2019114952,Lê Tuấn Linh,sv014952@uni.edu.vn
2020114953,Phạm Tuấn Linh,sv014953@uni.edu.vn
2021114954,Hoàng Tuấn Linh,sv014954@uni.edu.vn
2022114955,Vũ Tuấn Linh,sv014955@uni.edu.vn
2023114956,Đặng Tuấn Linh,sv014956@uni.edu.vn
2024114957,Bùi Tuấn Linh,sv014957@uni.edu.vn
2019114958,Đỗ Tuấn Linh,sv014958@uni.edu.vn
2020114959,Hồ Tuấn Linh,sv014959@uni.edu.vn
2021114960,Nguyễn Hữu Linh,sv014960@uni.edu.vn
2022114961,Trần Hữu Linh,sv014961@uni.edu.vn
2023114962,Lê Hữu Linh,sv014962@uni.edu.vn
2024114963,Phạm Hữu Linh,sv014963@uni.edu.vn
2019114964,Hoàng Hữu Linh,sv014964@uni.edu.vn
2020114965,Vũ Hữu Linh,sv014965@uni.edu.vn
2021114966,Đặng Hữu Linh,sv014966@uni.edu.vn
2022114967,Bùi Hữu Linh,sv014967@uni.edu.vn
2023114968,Đỗ Hữu Linh,sv014968@uni.edu.vn
2024114969,Hồ Hữu Linh,sv014969@uni.edu.vn
2019114970,Nguyễn Thành Linh,sv014970@uni.edu.vn
2020114971,Trần Thành Linh,sv014971@uni.edu.vn
2021114972,Lê Thành Linh,sv014972@uni.edu.vn
2022114973,Phạm Thành Linh,sv014973@uni.edu.vn
2023114974,Hoàng Thành Linh,sv014974@uni.edu.vn
2024114975,Vũ Thành Linh,sv014975@uni.edu.vn
2019114976,Đặng Thành Linh,sv014976@uni.edu.vn
2020114977,Bùi Thành Linh,sv014977@uni.edu.vn
2021114978,Đỗ Thành Linh,sv014978@uni.edu.vn
2022114979,Hồ Thành Linh,sv014979@uni.edu.vn
2023114980,Nguyễn Ngọc Linh,sv014980@uni.edu.vn
2024114981,Trần Ngọc Linh,sv014981@uni.edu.vn
2019114982,Lê Ngọc Linh,sv014982@uni.edu.vn
2020114983,Phạm Ngọc Linh,sv014983@uni.edu.vn
2021114984,Hoàng Ngọc Linh,sv014984@uni.edu.vn
2022114985,Vũ Ngọc Linh,sv014985@uni.edu.vn
2023114986,Đặng Ngọc Linh,sv014986@uni.edu.vn
2024114987,Bùi Ngọc Linh,sv014987@uni.edu.vn
2019114988,Đỗ Ngọc Linh,sv014988@uni.edu.vn
2020114989,Hồ Ngọc Linh,sv014989@uni.edu.vn
2021114990,Nguyễn Linh,sv014990@uni.edu.vn
2022114991,Trần Linh,sv014991@uni.edu.vn
2023114992,Lê Linh,sv014992@uni.edu.vn
2024114993,Phạm Linh,sv014993@uni.edu.vn
2019114994,Hoàng Linh,sv014994@uni.edu.vn
2020114995,Vũ Linh,sv014995@uni.edu.vn
2021114996,Đặng Linh,sv014996@uni.edu.vn
2022114997,Bùi Linh,sv014997@uni.edu.vn
2023114998,Đỗ Linh,sv014998@uni.edu.vn
2024114999,Hồ Linh,sv014999@uni.edu.vn
2019115000,Nguyễn Thị Mai,sv015000@uni.edu.vn
2020115001,Trần Thị Mai,sv015001@uni.edu.vn
2021115002,Lê Thị Mai,sv015002@uni.edu.vn
2022115003,Phạm Thị Mai,sv015003@uni.edu.vn
2023115004,Hoàng Thị Mai,sv015004@uni.edu.vn
2024115005,Vũ Thị Mai,sv015005@uni.edu.vn
2019115006,Đặng Thị Mai,sv015006@uni.edu.vn
2020115007,Bùi Thị Mai,sv015007@uni.edu.vn
2021115008,Đỗ Thị Mai,sv015008@uni.edu.vn
2022115009,Hồ Thị Mai,sv015009@uni.edu.vn
2023115010,Nguyễn Văn Mai,sv015010@uni.edu.vn
2024115011,Trần Văn Mai,sv015011@uni.edu.vn
2019115012,Lê Văn Mai,sv015012@uni.edu.vn
2020115013,Phạm Văn Mai,sv015013@uni.edu.vn
2021115014,Hoàng Văn Mai,sv015014@uni.edu.vn
2022115015,Vũ Văn Mai,sv015015@uni.edu.vn
2023115016,Đặng Văn Mai,sv015016@uni.edu.vn
2024115017,Bùi Văn Mai,sv015017@uni.edu.vn
2019115018,Đỗ Văn Mai,sv015018@uni.edu.vn
2020115019,Hồ Văn Mai,sv015019@uni.edu.vn
2021115020,Nguyễn Minh Mai,sv015020@uni.edu.vn
2022115021,Trần Minh Mai,sv015021@uni.edu.vn
2023115022,Lê Minh Mai,sv015022@uni.edu.vn
2024115023,Phạm Minh Mai,sv015023@uni.edu.vn
2019115024,Hoàng Minh Mai,sv015024@uni.edu.vn
2020115025,Vũ Minh Mai,sv015025@uni.edu.vn
2021115026,Đặng Minh Mai,sv015026@uni.edu.vn
2022115027,Bùi Minh Mai,sv015027@uni.edu.vn
2023115028,Đỗ Minh Mai,sv015028@uni.edu.vn
2024115029,Hồ Minh Mai,sv015029@uni.edu.vn
2019115030,Nguyễn Quốc Mai,sv015030@uni.edu.vn
2020115031,Trần Quốc Mai,sv015031@uni.edu.vn
2021115032,Lê Quốc Mai,sv015032@uni.edu.vn
2022115033,Phạm Quốc Mai,sv015033@uni.edu.vn
2023115034,Hoàng Quốc Mai,sv015034@uni.edu.vn
2024115035,Vũ Quốc Mai,sv015035@uni.edu.vn
2019115036,Đặng Quốc Mai,sv015036@uni.edu.vn
2020115037,Bùi Quốc Mai,sv015037@uni.edu.vn
2021115038,Đỗ Quốc Mai,sv015038@uni.edu.vn
2022115039,Hồ Quốc Mai,sv015039@uni.edu.vn
2023115040,Nguyễn Anh Mai,sv015040@uni.edu.vn
2024115041,Trần Anh Mai,sv015041@uni.edu.vn
2019115042,Lê Anh Mai,sv015042@uni.edu.vn
2020115043,Phạm Anh Mai,sv015043@uni.edu.vn
2021115044,Hoàng Anh Mai,sv015044@uni.edu.vn
2022115045,Vũ Anh Mai,sv015045@uni.edu.vn
2023115046,Đặng Anh Mai,sv015046@uni.edu.vn
2024115047,Bùi Anh Mai,sv015047@uni.edu.vn
2019115048,Đỗ Anh Mai,sv015048@uni.edu.vn
2020115049,Hồ Anh Mai,sv015049@uni.edu.vn
2021115050,Nguyễn Tuấn Mai,sv015050@uni.edu.vn
2022115051,Trần Tuấn Mai,sv015051@uni.edu.vn
2023115052,Lê Tuấn Mai,sv015052@uni.edu.vn
2024115053,Phạm Tuấn Mai,sv015053@uni.edu.vn
2019115054,Hoàng Tuấn Mai,sv015054@uni.edu.vn
2020115055,Vũ Tuấn Mai,sv015055@uni.edu.vn
2021115056,Đặng Tuấn Mai,sv015056@uni.edu.vn
2022115057,Bùi Tuấn Mai,sv015057@uni.edu.vn
2023115058,Đỗ Tuấn Mai,sv015058@uni.edu.vn
2024115059,Hồ Tuấn Mai,sv015059@uni.edu.vn
2019115060,Nguyễn Hữu Mai,sv015060@uni.edu.vn
2020115061,Trần Hữu Mai,sv015061@uni.edu.vn
2021115062,Lê Hữu Mai,sv015062@uni.edu.vn
2022115063,Phạm Hữu Mai,sv015063@uni.edu.vn
2023115064,Hoàng Hữu Mai,sv015064@uni.edu.vn
2024115065,Vũ Hữu Mai,sv015065@uni.edu.vn
2019115066,Đặng Hữu Mai,sv015066@uni.edu.vn
2020115067,Bùi Hữu Mai,sv015067@uni.edu.vn
2021115068,Đỗ Hữu Mai,sv015068@uni.edu.vn
2022115069,Hồ Hữu Mai,sv015069@uni.edu.vn
2023115070,Nguyễn Thành Mai,sv015070@uni.edu.vn
2024115071,Trần Thành Mai,sv015071@uni.edu.vn
2019115072,Lê Thành Mai,sv015072@uni.edu.vn
2020115073,Phạm Thành Mai,sv015073@uni.edu.vn
2021115074,Hoàng Thành Mai,sv015074@uni.edu.vn
2022115075,Vũ Thành Mai,sv015075@uni.edu.vn
2023115076,Đặng Thành Mai,sv015076@uni.edu.vn
2024115077,Bùi Thành Mai,sv015077@uni.edu.vn
2019115078,Đỗ Thành Mai,sv015078@uni.edu.vn
2020115079,Hồ Thành Mai,sv015079@uni.edu.vn
2021115080,Nguyễn Ngọc Mai,sv015080@uni.edu.vn
2022115081,Trần Ngọc Mai,sv015081@uni.edu.vn
2023115082,Lê Ngọc Mai,sv015082@uni.edu.vn
2024115083,Phạm Ngọc Mai,sv015083@uni.edu.vn
2019115084,Hoàng Ngọc Mai,sv015084@uni.edu.vn
2020115085,Vũ Ngọc Mai,sv015085@uni.edu.vn
2021115086,Đặng Ngọc Mai,sv015086@uni.edu.vn
2022115087,Bùi Ngọc Mai,sv015087@uni.edu.vn
2023115088,Đỗ Ngọc Mai,sv015088@uni.edu.vn
2024115089,Hồ Ngọc Mai,sv015089@uni.edu.vn
2019115090,Nguyễn Mai,sv015090@uni.edu.vn
2020115091,Trần Mai,sv015091@uni.edu.vn
2021115092,Lê Mai,sv015092@uni.edu.vn
2022115093,Phạm Mai,sv015093@uni.edu.vn
2023115094,Hoàng Mai,sv015094@uni.edu.vn
2024115095,Vũ Mai,sv015095@uni.edu.vn
2019115096,Đặng Mai,sv015096@uni.edu.vn
2020115097,Bùi Mai,sv015097@uni.edu.vn
2021115098,Đỗ Mai,sv015098@uni.edu.vn
2022115099,Hồ Mai,sv015099@uni.edu.vn
2023115100,Nguyễn Thị Nam,sv015100@uni.edu.vn
2024115101,Trần Thị Nam,sv015101@uni.edu.vn
2019115102,Lê Thị Nam,sv015102@uni.edu.vn
2020115103,Phạm Thị Nam,sv015103@uni.edu.vn
2021115104,Hoàng Thị Nam,sv015104@uni.edu.vn
2022115105,Vũ Thị Nam,sv015105@uni.edu.vn
2023115106,Đặng Thị Nam,sv015106@uni.edu.vn
2024115107,Bùi Thị Nam,sv015107@uni.edu.vn
2019115108,Đỗ Thị Nam,sv015108@uni.edu.vn
2020115109,Hồ Thị Nam,sv015109@uni.edu.vn
2021115110,Nguyễn Văn Nam,sv015110@uni.edu.vn
2022115111,Trần Văn Nam,sv015111@uni.edu.vn
2023115112,Lê Văn Nam,sv015112@uni.edu.vn
2024115113,Phạm Văn Nam,sv015113@uni.edu.vn
2019115114,Hoàng Văn Nam,sv015114@uni.edu.vn
2020115115,Vũ Văn Nam,sv015115@uni.edu.vn
2021115116,Đặng Văn Nam,sv015116@uni.edu.vn
2022115117,Bùi Văn Nam,sv015117@uni.edu.vn
2023115118,Đỗ Văn Nam,sv015118@uni.edu.vn
2024115119,Hồ Văn Nam,sv015119@uni.edu.vn
2019115120,Nguyễn Minh Nam,sv015120@uni.edu.vn
2020115121,Trần Minh Nam,sv015121@uni.edu.vn
2021115122,Lê Minh Nam,sv015122@uni.edu.vn
2022115123,Phạm Minh Nam,sv015123@uni.edu.vn
2023115124,Hoàng Minh Nam,sv015124@uni.edu.vn
2024115125,Vũ Minh Nam,sv015125@uni.edu.vn
2019115126,Đặng Minh Nam,sv015126@uni.edu.vn
2020115127,Bùi Minh Nam,sv015127@uni.edu.vn
2021115128,Đỗ Minh Nam,sv015128@uni.edu.vn
2022115129,Hồ Minh Nam,sv015129@uni.edu.vn
2023115130,Nguyễn Quốc Nam,sv015130@uni.edu.vn
2024115131,Trần Quốc Nam,sv015131@uni.edu.vn
2019115132,Lê Quốc Nam,sv015132@uni.edu.vn
2020115133,Phạm Quốc Nam,sv015133@uni.edu.vn
2021115134,Hoàng Quốc Nam,sv015134@uni.edu.vn
2022115135,Vũ Quốc Nam,sv015135@uni.edu.vn
2023115136,Đặng Quốc Nam,sv015136@uni.edu.vn
2024115137,Bùi Quốc Nam,sv015137@uni.edu.vn
2019115138,Đỗ Quốc Nam,sv015138@uni.edu.vn
2020115139,Hồ Quốc Nam,sv015139@uni.edu.vn
2021115140,Nguyễn Anh Nam,sv015140@uni.edu.vn
2022115141,Trần Anh Nam,sv015141@uni.edu.vn
2023115142,Lê Anh Nam,sv015142@uni.edu.vn
2024115143,Phạm Anh Nam,sv015143@uni.edu.vn
2019115144,Hoàng Anh Nam,sv015144@uni.edu.vn
2020115145,Vũ Anh Nam,sv015145@uni.edu.vn
2021115146,Đặng Anh Nam,sv015146@uni.edu.vn
2022115147,Bùi Anh Nam,sv015147@uni.edu.vn
2023115148,Đỗ Anh Nam,sv015148@uni.edu.vn
2024115149,Hồ Anh Nam,sv015149@uni.edu.vn
2019115150,Nguyễn Tuấn Nam,sv015150@uni.edu.vn
2020115151,Trần Tuấn Nam,sv015151@uni.edu.vn
2021115152,Lê Tuấn Nam,sv015152@uni.edu.vn
2022115153,Phạm Tuấn Nam,sv015153@uni.edu.vn
2023115154,Hoàng Tuấn Nam,sv015154@uni.edu.vn
2024115155,Vũ Tuấn Nam,sv015155@uni.edu.vn
2019115156,Đặng Tuấn Nam,sv015156@uni.edu.vn
2020115157,Bùi Tuấn Nam,sv015157@uni.edu.vn
2021115158,Đỗ Tuấn Nam,sv015158@uni.edu.vn
2022115159,Hồ Tuấn Nam,sv015159@uni.edu.vn
2023115160,Nguyễn Hữu Nam,sv015160@uni.edu.vn
2024115161,Trần Hữu Nam,sv015161@uni.edu.vn
2019115162,Lê Hữu Nam,sv015162@uni.edu.vn
2020115163,Phạm Hữu Nam,sv015163@uni.edu.vn
2021115164,Hoàng Hữu Nam,sv015164@uni.edu.vn
2022115165,Vũ Hữu Nam,sv015165@uni.edu.vn
2023115166,Đặng Hữu Nam,sv015166@uni.edu.vn
2024115167,Bùi Hữu Nam,sv015167@uni.edu.vn
2019115168,Đỗ Hữu Nam,sv015168@uni.edu.vn
2020115169,Hồ Hữu Nam,sv015169@uni.edu.vn
2021115170,Nguyễn Thành Nam,sv015170@uni.edu.vn
2022115171,Trần Thành Nam,sv015171@uni.edu.vn
2023115172,Lê Thành Nam,sv015172@uni.edu.vn
2024115173,Phạm Thành Nam,sv015173@uni.edu.vn
2019115174,Hoàng Thành Nam,sv015174@uni.edu.vn
2020115175,Vũ Thành Nam,sv015175@uni.edu.vn
2021115176,Đặng Thành Nam,sv015176@uni.edu.vn
2022115177,Bùi Thành Nam,sv015177@uni.edu.vn
2023115178,Đỗ Thành Nam,sv015178@uni.edu.vn
2024115179,Hồ Thành Nam,sv015179@uni.edu.vn
2019115180,Nguyễn Ngọc Nam,sv015180@uni.edu.vn
2020115181,Trần Ngọc Nam,sv015181@uni.edu.vn
2021115182,Lê Ngọc Nam,sv015182@uni.edu.vn
2022115183,Phạm Ngọc Nam,sv015183@uni.edu.vn
2023115184,Hoàng Ngọc Nam,sv015184@uni.edu.vn
2024115185,Vũ Ngọc Nam,sv015185@uni.edu.vn
2019115186,Đặng Ngọc Nam,sv015186@uni.edu.vn
2020115187,Bùi Ngọc Nam,sv015187@uni.edu.vn
2021115188,Đỗ Ngọc Nam,sv015188@uni.edu.vn
2022115189,Hồ Ngọc Nam,sv015189@uni.edu.vn
2023115190,Nguyễn Nam,sv015190@uni.edu.vn
2024115191,Trần Nam,sv015191@uni.edu.vn
2019115192,Lê Nam,sv015192@uni.edu.vn
2020115193,Phạm Nam,sv015193@uni.edu.vn
2021115194,Hoàng Nam,sv015194@uni.edu.vn
2022115195,Vũ Nam,sv015195@uni.edu.vn
2023115196,Đặng Nam,sv015196@uni.edu.vn
2024115197,Bùi Nam,sv015197@uni.edu.vn
2019115198,Đỗ Nam,sv015198@uni.edu.vn
2020115199,Hồ Nam,sv015199@uni.edu.vn
2021115200,Nguyễn Thị Phong,sv015200@uni.edu.vn
2022115201,Trần Thị Phong,sv015201@uni.edu.vn
2023115202,Lê Thị Phong,sv015202@uni.edu.vn
2024115203,Phạm Thị Phong,sv015203@uni.edu.vn
2019115204,Hoàng Thị Phong,sv015204@uni.edu.vn
2020115205,Vũ Thị Phong,sv015205@uni.edu.vn
2021115206,Đặng Thị Phong,sv015206@uni.edu.vn
2022115207,Bùi Thị Phong,sv015207@uni.edu.vn
2023115208,Đỗ Thị Phong,sv015208@uni.edu.vn
2024115209,Hồ Thị Phong,sv015209@uni.edu.vn
2019115210,Nguyễn Văn Phong,sv015210@uni.edu.vn
2020115211,Trần Văn Phong,sv015211@uni.edu.vn
2021115212,Lê Văn Phong,sv015212@uni.edu.vn
2022115213,Phạm Văn Phong,sv015213@uni.edu.vn
2023115214,Hoàng Văn Phong,sv015214@uni.edu.vn
2024115215,Vũ Văn Phong,sv015215@uni.edu.vn
2019115216,Đặng Văn Phong,sv015216@uni.edu.vn
2020115217,Bùi Văn Phong,sv015217@uni.edu.vn
2021115218,Đỗ Văn Phong,sv015218@uni.edu.vn
2022115219,Hồ Văn Phong,sv015219@uni.edu.vn
2023115220,Nguyễn Minh Phong,sv015220@uni.edu.vn
2024115221,Trần Minh Phong,sv015221@uni.edu.vn
2019115222,Lê Minh Phong,sv015222@uni.edu.vn
2020115223,Phạm Minh Phong,sv015223@uni.edu.vn
2021115224,Hoàng Minh Phong,sv015224@uni.edu.vn
2022115225,Vũ Minh Phong,sv015225@uni.edu.vn
2023115226,Đặng Minh Phong,sv015226@uni.edu.vn
2024115227,Bùi Minh Phong,sv015227@uni.edu.vn
2019115228,Đỗ Minh Phong,sv015228@uni.edu.vn
2020115229,Hồ Minh Phong,sv015229@uni.edu.vn
2021115230,Nguyễn Quốc Phong,sv015230@uni.edu.vn
2022115231,Trần Quốc Phong,sv015231@uni.edu.vn
2023115232,Lê Quốc Phong,sv015232@uni.edu.vn
2024115233,Phạm Quốc Phong,sv015233@uni.edu.vn
2019115234,Hoàng Quốc Phong,sv015234@uni.edu.vn
2020115235,Vũ Quốc Phong,sv015235@uni.edu.vn
2021115236,Đặng Quốc Phong,sv015236@uni.edu.vn
2022115237,Bùi Quốc Phong,sv015237@uni.edu.vn
2023115238,Đỗ Quốc Phong,sv015238@uni.edu.vn
2024115239,Hồ Quốc Phong,sv015239@uni.edu.vn
2019115240,Nguyễn Anh Phong,sv015240@uni.edu.vn
2020115241,Trần Anh Phong,sv015241@uni.edu.vn
2021115242,Lê Anh Phong,sv015242@uni.edu.vn
2022115243,Phạm Anh Phong,sv015243@uni.edu.vn
2023115244,Hoàng Anh Phong,sv015244@uni.edu.vn
2024115245,Vũ Anh Phong,sv015245@uni.edu.vn
2019115246,Đặng Anh Phong,sv015246@uni.edu.vn
2020115247,Bùi Anh Phong,sv015247@uni.edu.vn
2021115248,Đỗ Anh Phong,sv015248@uni.edu.vn
2022115249,Hồ Anh Phong,sv015249@uni.edu.vn
2023115250,Nguyễn Tuấn Phong,sv015250@uni.edu.vn
2024115251,Trần Tuấn Phong,sv015251@uni.edu.vn
2019115252,Lê Tuấn Phong,sv015252@uni.edu.vn
2020115253,Phạm Tuấn Phong,sv015253@uni.edu.vn
2021115254,Hoàng Tuấn Phong,sv015254@uni.edu.vn
2022115255,Vũ Tuấn Phong,sv015255@uni.edu.vn
2023115256,Đặng Tuấn Phong,sv015256@uni.edu.vn
2024115257,Bùi Tuấn Phong,sv015257@uni.edu.vn
2019115258,Đỗ Tuấn Phong,sv015258@uni.edu.vn
2020115259,Hồ Tuấn Phong,sv015259@uni.edu.vn
2021115260,Nguyễn Hữu Phong,sv015260@uni.edu.vn
2022115261,Trần Hữu Phong,sv015261@uni.edu.vn
2023115262,Lê Hữu Phong,sv015262@uni.edu.vn
2024115263,Phạm Hữu Phong,sv015263@uni.edu.vn
2019115264,Hoàng Hữu Phong,sv015264@uni.edu.vn
2020115265,Vũ Hữu Phong,sv015265@uni.edu.vn
2021115266,Đặng Hữu Phong,sv015266@uni.edu.vn
2022115267,Bùi Hữu Phong,sv015267@uni.edu.vn
2023115268,Đỗ Hữu Phong,sv015268@uni.edu.vn
2024115269,Hồ Hữu Phong,sv015269@uni.edu.vn
2019115270,Nguyễn Thành Phong,sv015270@uni.edu.vn
2020115271,Trần Thành Phong,sv015271@uni.edu.vn
2021115272,Lê Thành Phong,sv015272@uni.edu.vn
2022115273,Phạm Thành Phong,sv015273@uni.edu.vn
2023115274,Hoàng Thành Phong,sv015274@uni.edu.vn
2024115275,Vũ Thành Phong,sv015275@uni.edu.vn
2019115276,Đặng Thành Phong,sv015276@uni.edu.vn
2020115277,Bùi Thành Phong,sv015277@uni.edu.vn
2021115278,Đỗ Thành Phong,sv015278@uni.edu.vn
2022115279,Hồ Thành Phong,sv015279@uni.edu.vn
2023115280,Nguyễn Ngọc Phong,sv015280@uni.edu.vn
2024115281,Trần Ngọc Phong,sv015281@uni.edu.vn
2019115282,Lê Ngọc Phong,sv015282@uni.edu.vn
2020115283,Phạm Ngọc Phong,sv015283@uni.edu.vn
2021115284,Hoàng Ngọc Phong,sv015284@uni.edu.vn
2022115285,Vũ Ngọc Phong,sv015285@uni.edu.vn
2023115286,Đặng Ngọc Phong,sv015286@uni.edu.vn
2024115287,Bùi Ngọc Phong,sv015287@uni.edu.vn
2019115288,Đỗ Ngọc Phong,sv015288@uni.edu.vn
2020115289,Hồ Ngọc Phong,sv015289@uni.edu.vn
2021115290,Nguyễn Phong,sv015290@uni.edu.vn
2022115291,Trần Phong,sv015291@uni.edu.vn
2023115292,Lê Phong,sv015292@uni.edu.vn
2024115293,Phạm Phong,sv015293@uni.edu.vn
2019115294,Hoàng Phong,sv015294@uni.edu.vn
2020115295,Vũ Phong,sv015295@uni.edu.vn
2021115296,Đặng Phong,sv015296@uni.edu.vn
2022115297,Bùi Phong,sv015297@uni.edu.vn
2023115298,Đỗ Phong,sv015298@uni.edu.vn
2024115299,Hồ Phong,sv015299@uni.edu.vn
2019115300,Nguyễn Thị Quân,sv015300@uni.edu.vn
2020115301,Trần Thị Quân,sv015301@uni.edu.vn
2021115302,Lê Thị Quân,sv015302@uni.edu.vn
2022115303,Phạm Thị Quân,sv015303@uni.edu.vn
2023115304,Hoàng Thị Quân,sv015304@uni.edu.vn
2024115305,Vũ Thị Quân,sv015305@uni.edu.vn
2019115306,Đặng Thị Quân,sv015306@uni.edu.vn
2020115307,Bùi Thị Quân,sv015307@uni.edu.vn
2021115308,Đỗ Thị Quân,sv015308@uni.edu.vn
2022115309,Hồ Thị Quân,sv015309@uni.edu.vn
2023115310,Nguyễn Văn Quân,sv015310@uni.edu.vn
2024115311,Trần Văn Quân,sv015311@uni.edu.vn
2019115312,Lê Văn Quân,sv015312@uni.edu.vn
2020115313,Phạm Văn Quân,sv015313@uni.edu.vn
2021115314,Hoàng Văn Quân,sv015314@uni.edu.vn
2022115315,Vũ Văn Quân,sv015315@uni.edu.vn
2023115316,Đặng Văn Quân,sv015316@uni.edu.vn
2024115317,Bùi Văn Quân,sv015317@uni.edu.vn
2019115318,Đỗ Văn Quân,sv015318@uni.edu.vn
2020115319,Hồ Văn Quân,sv015319@uni.edu.vn
2021115320,Nguyễn Minh Quân,sv015320@uni.edu.vn
2022115321,Trần Minh Quân,sv015321@uni.edu.vn
2023115322,Lê Minh Quân,sv015322@uni.edu.vn
2024115323,Phạm Minh Quân,sv015323@uni.edu.vn
2019115324,Hoàng Minh Quân,sv015324@uni.edu.vn
2020115325,Vũ Minh Quân,sv015325@uni.edu.vn
2021115326,Đặng Minh Quân,sv015326@uni.edu.vn
2022115327,Bùi Minh Quân,sv015327@uni.edu.vn
2023115328,Đỗ Minh Quân,sv015328@uni.edu.vn
2024115329,Hồ Minh Quân,sv015329@uni.edu.vn
